OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Total,79 years,Immigrants from non-western countries,2023Q1,891
All Denmark,Total,8 years,Immigrants from non-western countries,2023Q1,2685
All Denmark,Total,80 years,Immigrants from non-western countries,2023Q1,787
All Denmark,Total,81 years,Immigrants from non-western countries,2023Q1,675
All Denmark,Total,82 years,Immigrants from non-western countries,2023Q1,626
All Denmark,Total,83 years,Immigrants from non-western countries,2023Q1,537
All Denmark,Total,84 years,Immigrants from non-western countries,2023Q1,473
All Denmark,Total,85 years,Immigrants from non-western countries,2023Q1,379
All Denmark,Total,86 years,Immigrants from non-western countries,2023Q1,301
All Denmark,Total,87 years,Immigrants from non-western countries,2023Q1,276
All Denmark,Total,88 years,Immigrants from non-western countries,2023Q1,189
All Denmark,Total,89 years,Immigrants from non-western countries,2023Q1,175
All Denmark,Total,9 years,Immigrants from non-western countries,2023Q1,2835
All Denmark,Total,90 years,Immigrants from non-western countries,2023Q1,138
All Denmark,Total,91 years,Immigrants from non-western countries,2023Q1,113
All Denmark,Total,92 years,Immigrants from non-western countries,2023Q1,108
All Denmark,Total,93 years,Immigrants from non-western countries,2023Q1,61
All Denmark,Total,94 years,Immigrants from non-western countries,2023Q1,51
All Denmark,Total,95 years,Immigrants from non-western countries,2023Q1,36
All Denmark,Total,96 years,Immigrants from non-western countries,2023Q1,20
All Denmark,Total,97 years,Immigrants from non-western countries,2023Q1,28
All Denmark,Total,98 years,Immigrants from non-western countries,2023Q1,15
All Denmark,Total,99 years,Immigrants from non-western countries,2023Q1,11
All Denmark,Total,"Age, total",Immigrants from non-western countries,2023Q1,405366
All Denmark,Total,0 years,Immigrants from non-western countries,2024Q1,147
All Denmark,Total,1 year,Immigrants from non-western countries,2024Q1,524
All Denmark,Total,10 years,Immigrants from non-western countries,2024Q1,2937
All Denmark,Total,100 years,Immigrants from non-western countries,2024Q1,6
All Denmark,Total,101 years,Immigrants from non-western countries,2024Q1,3
All Denmark,Total,102 years,Immigrants from non-western countries,2024Q1,3
All Denmark,Total,103 years,Immigrants from non-western countries,2024Q1,3
All Denmark,Total,104 years,Immigrants from non-western countries,2024Q1,1
All Denmark,Total,108 years,Immigrants from non-western countries,2024Q1,1
All Denmark,Total,11 years,Immigrants from non-western countries,2024Q1,3136
All Denmark,Total,12 years,Immigrants from non-western countries,2024Q1,3175
All Denmark,Total,13 years,Immigrants from non-western countries,2024Q1,3052
All Denmark,Total,14 years,Immigrants from non-western countries,2024Q1,3235
All Denmark,Total,15 years,Immigrants from non-western countries,2024Q1,3201
All Denmark,Total,16 years,Immigrants from non-western countries,2024Q1,3176
All Denmark,Total,17 years,Immigrants from non-western countries,2024Q1,3125
All Denmark,Total,18 years,Immigrants from non-western countries,2024Q1,3102
All Denmark,Total,19 years,Immigrants from non-western countries,2024Q1,3064
All Denmark,Total,2 years,Immigrants from non-western countries,2024Q1,953
All Denmark,Total,20 years,Immigrants from non-western countries,2024Q1,3239
All Denmark,Total,21 years,Immigrants from non-western countries,2024Q1,3770
All Denmark,Total,22 years,Immigrants from non-western countries,2024Q1,4116
All Denmark,Total,23 years,Immigrants from non-western countries,2024Q1,4673
All Denmark,Total,24 years,Immigrants from non-western countries,2024Q1,5102
All Denmark,Total,25 years,Immigrants from non-western countries,2024Q1,5791
All Denmark,Total,26 years,Immigrants from non-western countries,2024Q1,6525
All Denmark,Total,27 years,Immigrants from non-western countries,2024Q1,6973
All Denmark,Total,28 years,Immigrants from non-western countries,2024Q1,7575
All Denmark,Total,29 years,Immigrants from non-western countries,2024Q1,7988
All Denmark,Total,3 years,Immigrants from non-western countries,2024Q1,1262
All Denmark,Total,30 years,Immigrants from non-western countries,2024Q1,8011
All Denmark,Total,31 years,Immigrants from non-western countries,2024Q1,8942
All Denmark,Total,32 years,Immigrants from non-western countries,2024Q1,9477
All Denmark,Total,33 years,Immigrants from non-western countries,2024Q1,10207
All Denmark,Total,34 years,Immigrants from non-western countries,2024Q1,10454
All Denmark,Total,35 years,Immigrants from non-western countries,2024Q1,10685
All Denmark,Total,36 years,Immigrants from non-western countries,2024Q1,10618
All Denmark,Total,37 years,Immigrants from non-western countries,2024Q1,10733
All Denmark,Total,38 years,Immigrants from non-western countries,2024Q1,10798
All Denmark,Total,39 years,Immigrants from non-western countries,2024Q1,10775
All Denmark,Total,4 years,Immigrants from non-western countries,2024Q1,1369
All Denmark,Total,40 years,Immigrants from non-western countries,2024Q1,10323
All Denmark,Total,41 years,Immigrants from non-western countries,2024Q1,9968
All Denmark,Total,42 years,Immigrants from non-western countries,2024Q1,9398
All Denmark,Total,43 years,Immigrants from non-western countries,2024Q1,9369
All Denmark,Total,44 years,Immigrants from non-western countries,2024Q1,8602
All Denmark,Total,45 years,Immigrants from non-western countries,2024Q1,8455
All Denmark,Total,46 years,Immigrants from non-western countries,2024Q1,8060
All Denmark,Total,47 years,Immigrants from non-western countries,2024Q1,7831
All Denmark,Total,48 years,Immigrants from non-western countries,2024Q1,7661
All Denmark,Total,49 years,Immigrants from non-western countries,2024Q1,7685
All Denmark,Total,5 years,Immigrants from non-western countries,2024Q1,1455
All Denmark,Total,50 years,Immigrants from non-western countries,2024Q1,7255
All Denmark,Total,51 years,Immigrants from non-western countries,2024Q1,7280
All Denmark,Total,52 years,Immigrants from non-western countries,2024Q1,6751
All Denmark,Total,53 years,Immigrants from non-western countries,2024Q1,7387
All Denmark,Total,54 years,Immigrants from non-western countries,2024Q1,6964
All Denmark,Total,55 years,Immigrants from non-western countries,2024Q1,7056
All Denmark,Total,56 years,Immigrants from non-western countries,2024Q1,6497
All Denmark,Total,57 years,Immigrants from non-western countries,2024Q1,6411
All Denmark,Total,58 years,Immigrants from non-western countries,2024Q1,6338
All Denmark,Total,59 years,Immigrants from non-western countries,2024Q1,6201
All Denmark,Total,6 years,Immigrants from non-western countries,2024Q1,1615
All Denmark,Total,60 years,Immigrants from non-western countries,2024Q1,5735
All Denmark,Total,61 years,Immigrants from non-western countries,2024Q1,5596
All Denmark,Total,62 years,Immigrants from non-western countries,2024Q1,4962
All Denmark,Total,63 years,Immigrants from non-western countries,2024Q1,5064
All Denmark,Total,64 years,Immigrants from non-western countries,2024Q1,4314
All Denmark,Total,65 years,Immigrants from non-western countries,2024Q1,4017
All Denmark,Total,66 years,Immigrants from non-western countries,2024Q1,3572
All Denmark,Total,67 years,Immigrants from non-western countries,2024Q1,3510
All Denmark,Total,68 years,Immigrants from non-western countries,2024Q1,3182
All Denmark,Total,69 years,Immigrants from non-western countries,2024Q1,2811
All Denmark,Total,7 years,Immigrants from non-western countries,2024Q1,1779
All Denmark,Total,70 years,Immigrants from non-western countries,2024Q1,2521
All Denmark,Total,71 years,Immigrants from non-western countries,2024Q1,2332
All Denmark,Total,72 years,Immigrants from non-western countries,2024Q1,1943
All Denmark,Total,73 years,Immigrants from non-western countries,2024Q1,1968
All Denmark,Total,74 years,Immigrants from non-western countries,2024Q1,1757
All Denmark,Total,75 years,Immigrants from non-western countries,2024Q1,1624
All Denmark,Total,76 years,Immigrants from non-western countries,2024Q1,1436
All Denmark,Total,77 years,Immigrants from non-western countries,2024Q1,1302
All Denmark,Total,78 years,Immigrants from non-western countries,2024Q1,1150
All Denmark,Total,79 years,Immigrants from non-western countries,2024Q1,919
All Denmark,Total,8 years,Immigrants from non-western countries,2024Q1,2258
All Denmark,Total,80 years,Immigrants from non-western countries,2024Q1,855
All Denmark,Total,81 years,Immigrants from non-western countries,2024Q1,748
All Denmark,Total,82 years,Immigrants from non-western countries,2024Q1,633
All Denmark,Total,83 years,Immigrants from non-western countries,2024Q1,595
All Denmark,Total,84 years,Immigrants from non-western countries,2024Q1,495
All Denmark,Total,85 years,Immigrants from non-western countries,2024Q1,440
All Denmark,Total,86 years,Immigrants from non-western countries,2024Q1,357
All Denmark,Total,87 years,Immigrants from non-western countries,2024Q1,269
All Denmark,Total,88 years,Immigrants from non-western countries,2024Q1,249
All Denmark,Total,89 years,Immigrants from non-western countries,2024Q1,168
All Denmark,Total,9 years,Immigrants from non-western countries,2024Q1,2849
All Denmark,Total,90 years,Immigrants from non-western countries,2024Q1,157
All Denmark,Total,91 years,Immigrants from non-western countries,2024Q1,118
All Denmark,Total,92 years,Immigrants from non-western countries,2024Q1,98
All Denmark,Total,93 years,Immigrants from non-western countries,2024Q1,90
All Denmark,Total,94 years,Immigrants from non-western countries,2024Q1,50
All Denmark,Total,95 years,Immigrants from non-western countries,2024Q1,45
All Denmark,Total,96 years,Immigrants from non-western countries,2024Q1,31
All Denmark,Total,97 years,Immigrants from non-western countries,2024Q1,19
All Denmark,Total,98 years,Immigrants from non-western countries,2024Q1,21
All Denmark,Total,99 years,Immigrants from non-western countries,2024Q1,9
All Denmark,Total,"Age, total",Immigrants from non-western countries,2024Q1,422537
